step,type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2374,DEBIT,2991.61,C1852264,C5191056,343610.97,340619.36,5792.51,8784.12,0,0
2375,PAYMENT,10247.59,C5476583,M887625,425494.17,415246.58,81801.16,92048.75,0,0
2376,TRANSFER,19870.64,C1352896,C1326765,337494.52,317623.88,82245.82,102116.46,0,0
2377,DEBIT,534.04,C4965789,C8526486,130349.69,129815.65,10926.67,11460.71,0,0
2378,TRANSFER,77.32,C2871534,C1527021,318133.1,318055.78,9125.71,9203.03,0,0
2379,TRANSFER,479.66,C5924115,C3253031,437810.99,437331.33,107202.62,107682.28,0,0
2380,CASH_OUT,1845.6,C3728882,C3194789,305375.7,303530.1,25843.07,27688.67,0,0
2381,TRANSFER,159.57,C9546409,C1499914,401206.44,401046.87,18050.54,18210.11,0,0
2382,CASH_OUT,161.69,C4594297,C9722815,383006.47,382844.78,12692.96,12854.65,0,0
2383,PAYMENT,2181.08,C5218028,M674553,267736.33,265555.25,197043.46,199224.54,0,0
2384,DEBIT,994.95,C4191175,C5682940,114667.23,113672.28,160257.08,161252.03,0,0
2385,CASH_IN,1170.98,C2191066,C2264748,107807.55,106636.57,146666.87,147837.85,0,0
2386,CASH_IN,240.57,C4698379,C1499914,377560.91,377320.34,105311.08,105551.65,0,0
2387,TRANSFER,691.73,C9519948,C1109031,78472.75,77781.02,60293.29,60985.02,0,0
2388,PAYMENT,172.7,C8235969,M871711,123654.37,123481.67,54491.65,54664.35,0,0
2389,PAYMENT,6505.46,C8835373,M596171,200375.47,193870.01,163659.18,170164.64,0,0
2390,DEBIT,8694.96,C7067228,C3094235,36945.12,28250.16,144422.57,153117.53,0,0
2391,CASH_OUT,27.32,C8434500,C1499914,7370.89,7343.57,166050.3,166077.62,0,0
2392,CASH_OUT,170.88,C2110460,C5855124,367936.7,367765.82,158524.0,158694.88,0,0
2393,PAYMENT,54.98,C5641923,M197923,156094.85,156039.87,64745.35,64800.33,0,0
2394,TRANSFER,298.85,C2571945,C6229731,137024.87,136726.02,40533.34,40832.19,0,0
2395,PAYMENT,928.09,C2724590,M563246,235700.18,234772.09,58247.73,59175.82,0,0
2396,PAYMENT,60.38,C5673212,M587575,139278.95,139218.57,56884.6,56944.98,0,0
2397,CASH_OUT,173.52,C8033426,C4337174,191204.17,191030.65,198630.79,198804.31,0,0
2398,CASH_OUT,147.24,C6944126,C8315831,273290.71,273143.47,21660.86,21808.1,0,0
2399,PAYMENT,1659.94,C4668136,M100425,385602.9,383942.96,89417.06,91077.0,0,0
2400,TRANSFER,1259.78,C7120868,C6171716,155304.91,154045.13,28754.25,30014.03,0,0
2401,CASH_OUT,258.92,C5918715,C5855124,280442.71,280183.79,41536.36,41795.28,0,0
2402,CASH_IN,1561.87,C5428914,C7273233,41944.39,40382.52,80639.01,82200.88,0,0
2403,DEBIT,367.47,C7640184,C7705490,419825.0,419457.53,152116.32,152483.79,0,0
2404,PAYMENT,636.95,C2140194,M810219,205929.29,205292.34,148102.23,148739.18,0,0
2405,DEBIT,31160.43,C4698379,C6672134,344498.8,313338.37,119746.02,150906.45,0,0
2406,DEBIT,16009.25,C5017343,C8896868,104612.09,88602.84,112481.9,128491.15,0,0
2407,TRANSFER,81.52,C3011363,C3030113,479737.64,479656.12,47147.87,47229.39,0,0
2408,TRANSFER,5764.45,C1954280,C4426900,277403.62,271639.17,147937.0,153701.45,0,0
2409,CASH_OUT,5556.89,C5663623,C4965789,349627.78,344070.89,75137.21,80694.1,0,0
2410,CASH_OUT,110.33,C7637601,C5456272,374074.38,373964.05,33239.39,33349.72,0,0
2411,TRANSFER,5639.53,C6960453,C8536477,442751.42,437111.89,99036.91,104676.44,0,0
2412,CASH_OUT,23762.5,C3195773,C2344047,69932.69,46170.19,174843.01,198605.51,0,0
2413,TRANSFER,116.15,C4744854,C8099076,58791.64,58675.49,199148.86,199265.01,0,0
2414,CASH_OUT,175.04,C7907400,C1971823,261240.05,261065.01,123020.1,123195.14,0,0
2415,TRANSFER,8394.42,C7003042,C3396987,70758.8,62364.38,104650.25,113044.67,0,0
2416,PAYMENT,1887.47,C3194789,M277934,185626.65,183739.18,120903.56,122791.03,0,0
2417,TRANSFER,3304.21,C5218028,C2191066,463539.8,460235.59,144026.05,147330.26,0,0
2418,DEBIT,2167.17,C4684531,C3396987,262189.23,260022.06,165881.6,168048.77,0,0
2419,PAYMENT,2395.61,C2642635,M233470,75174.54,72778.93,13409.6,15805.21,0,0
2420,CASH_IN,77.25,C8574680,C4818418,93837.21,93759.96,138809.03,138886.28,0,0
2421,TRANSFER,8907.38,C2191066,C5855124,30553.89,21646.51,93738.82,102646.2,0,0
2422,PAYMENT,11375.08,C9143903,M636004,279578.04,268202.96,45205.9,56580.98,0,0
2423,CASH_OUT,693.13,C2839607,C2321324,142093.79,141400.66,182302.14,182995.27,0,0
2424,TRANSFER,1005.3,C1463060,C7264956,183637.4,182632.1,153397.77,154403.07,0,0
2425,CASH_IN,51.3,C8351517,C4576135,320799.68,320748.38,40517.62,40568.92,0,0
2426,CASH_OUT,3067.17,C7377459,C2935113,108220.73,105153.56,35665.05,38732.22,0,0
2427,TRANSFER,3443.06,C5107245,C7640184,293658.53,290215.47,153210.87,156653.93,0,0
2428,PAYMENT,968.37,C8235969,M197923,296084.99,295116.62,55447.5,56415.87,0,0
2429,DEBIT,10391.12,C5394880,C7917152,454614.87,444223.75,41861.34,52252.46,0,0
2430,PAYMENT,562.19,C5418934,M540869,45669.13,45106.94,160670.77,161232.96,0,0
2431,PAYMENT,3392.13,C3396987,M923927,437307.04,433914.91,64667.58,68059.71,0,0
2432,CASH_IN,142.69,C3608513,C6440561,255852.63,255709.94,87937.8,88080.49,0,0
2433,CASH_OUT,1046.17,C4694634,C6229731,250187.55,249141.38,23459.3,24505.47,0,0
2434,TRANSFER,773.78,C8835373,C2173965,192764.93,191991.15,94895.6,95669.38,0,0
2435,PAYMENT,1720.92,C7640184,M696750,265342.75,263621.83,176657.12,178378.04,0,0
2436,DEBIT,523.71,C5443951,C7194416,416802.47,416278.76,142269.54,142793.25,0,0
2437,DEBIT,843.07,C3646552,C7358113,245046.75,244203.68,157793.01,158636.08,0,0
2438,CASH_OUT,5722.12,C5781295,C4586084,326046.06,320323.94,35602.48,41324.6,0,0
2439,DEBIT,457.82,C1981186,C7110622,335019.55,334561.73,145698.3,146156.12,0,0
2440,PAYMENT,44.12,C3646552,M887625,498950.06,498905.94,187881.43,187925.55,0,0
2441,TRANSFER,36285.29,C7073292,C6262632,497719.21,461433.92,39167.22,75452.51,0,0
2442,TRANSFER,17377.09,C3564251,C5614226,293094.2,275717.11,65690.31,83067.4,0,0
2443,CASH_IN,82.72,C9897858,C1666754,460781.98,460699.26,121354.88,121437.6,0,0
2444,PAYMENT,4356.46,C2321324,M596171,239367.43,235010.97,8783.48,13139.94,0,0
2445,CASH_OUT,401.04,C9897858,C2321324,312635.21,312234.17,194228.14,194629.18,0,0
2446,DEBIT,1857.48,C5682940,C1959074,498615.79,496758.31,126448.02,128305.5,0,0
2447,TRANSFER,1975.25,C1841248,C8321474,437468.42,435493.17,150117.27,152092.52,0,0
2448,DEBIT,686.21,C8536477,C8231838,14418.49,13732.28,178853.03,179539.24,0,0
2449,PAYMENT,228.71,C3995870,M233470,435456.61,435227.9,26329.64,26558.35,0,0
2450,TRANSFER,275.59,C2197935,C6647119,221689.0,221413.41,142118.17,142393.76,0,0
2451,PAYMENT,175.5,C9487336,M884475,491701.71,491526.21,38836.48,39011.98,0,0
2452,CASH_OUT,207.75,C8078673,C1987737,418636.76,418429.01,169646.01,169853.76,0,0
2453,PAYMENT,958.76,C7685149,M681343,452862.37,451903.61,117369.5,118328.26,0,0
2454,CASH_IN,262.04,C6271130,C2458591,470272.58,470010.54,80634.62,80896.66,0,0
2455,DEBIT,4290.27,C7917152,C7374122,32477.45,28187.18,165009.51,169299.78,0,0
2456,TRANSFER,21471.73,C1463060,C6159230,41984.35,20512.62,88679.77,110151.5,0,0
2457,PAYMENT,343.74,C8082668,M871711,252732.92,252389.18,34593.64,34937.38,0,0
2458,CASH_OUT,1770.13,C1419610,C8574680,136881.57,135111.44,70136.96,71907.09,0,0
2459,PAYMENT,2979.08,C1131249,M451470,348146.09,345167.01,113237.86,116216.94,0,0
2460,TRANSFER,2818.63,C4514944,C1768805,91250.49,88431.86,17283.53,20102.16,0,0
2461,PAYMENT,1276.54,C2876932,M414910,383361.28,382084.74,157747.34,159023.88,0,0
2462,PAYMENT,4843.36,C8106470,M550770,40637.47,35794.11,144855.35,149698.71,0,0
2463,PAYMENT,2876.98,C5476257,M596171,471328.71,468451.73,172917.18,175794.16,0,0
2464,CASH_OUT,92.27,C5453786,C7366205,155243.53,155151.26,75862.09,75954.36,0,0
2465,PAYMENT,6237.36,C9153566,M831076,282519.98,276282.62,82796.55,89033.91,0,0
2466,DEBIT,6467.74,C5041154,C2065818,88556.04,82088.3,58986.47,65454.21,0,0
2467,CASH_OUT,238.28,C7089806,C4823498,244942.83,244704.55,115739.23,115977.51,0,0
2468,PAYMENT,1183.08,C1701771,M786508,224836.57,223653.49,126205.28,127388.36,0,0
2469,DEBIT,4301.24,C4698379,C5727085,192840.35,188539.11,107589.76,111891.0,0,0
2470,PAYMENT,721.53,C4818418,M400850,173460.77,172739.24,162181.66,162903.19,0,0
2471,DEBIT,9376.45,C9877065,C2188789,349826.91,340450.46,100753.05,110129.5,0,0
2472,DEBIT,123963.82,C5017343,C1768805,256636.23,132672.41,42144.4,166108.22,0,0
2473,PAYMENT,227.7,C1326765,M631756,460959.69,460731.99,103405.96,103633.66,0,0
2474,CASH_OUT,69.26,C8999183,C1938483,233623.44,233554.18,64598.19,64667.45,0,0
2475,TRANSFER,2013.51,C7817881,C6752576,450637.45,448623.94,64474.41,66487.92,0,0
2476,PAYMENT,4643.04,C5076817,M958179,450512.03,445868.99,31750.1,36393.14,0,0
2477,TRANSFER,691.09,C2130789,C1669324,451489.94,450798.85,37422.3,38113.39,0,0
2478,TRANSFER,20060.77,C8698256,C2022698,273389.05,253328.28,150409.04,170469.81,0,0
2479,TRANSFER,75.4,C5394880,C9164991,296787.38,296711.98,138899.69,138975.09,0,0
2480,CASH_OUT,4384.53,C1841248,C9517169,126287.38,121902.85,74642.96,79027.49,0,0
2481,PAYMENT,326.45,C5163555,M100425,150086.65,149760.2,194153.13,194479.58,0,0
2482,DEBIT,34158.13,C8315831,C8033426,53927.66,19769.53,85178.85,119336.98,0,0
2483,PAYMENT,58984.54,C2936571,M100425,296538.03,237553.49,32805.19,91789.73,0,0
2484,PAYMENT,236.67,C4374754,M887625,298425.58,298188.91,139526.3,139762.97,0,0
2485,TRANSFER,365.36,C1131249,C9580255,69774.6,69409.24,132681.28,133046.64,0,0
2486,CASH_OUT,6119.13,C4612365,C1768805,154636.77,148517.64,153164.62,159283.75,0,0
2487,DEBIT,505.6,C3597059,C4191175,82671.04,82165.44,168.64,674.24,0,0
2488,PAYMENT,1001.42,C5408072,M745414,153763.38,152761.96,36918.73,37920.15,0,0
2489,DEBIT,1153.75,C7728339,C1768805,362067.19,360913.44,30827.59,31981.34,0,0
2490,TRANSFER,23.59,C6539837,C8106470,2472.39,2448.8,31865.96,31889.55,0,0
2491,PAYMENT,1066.7,C6855396,M934692,197023.65,195956.95,42498.38,43565.08,0,0
2492,TRANSFER,276.04,C7897151,C4652414,353112.05,352836.01,152611.23,152887.27,0,0
2493,PAYMENT,409.02,C3741438,M696750,381522.15,381113.13,26705.25,27114.27,0,0
2494,CASH_OUT,19678.15,C9937326,C6573147,365186.05,345507.9,84918.49,104596.64,0,0
2495,TRANSFER,88.85,C1728977,C4993055,244154.66,244065.81,148085.82,148174.67,0,0
2496,CASH_OUT,5577.02,C5924115,C1739653,89080.02,83503.0,47031.52,52608.54,0,0
2497,TRANSFER,627.71,C5130808,C2867825,305283.26,304655.55,150336.89,150964.6,0,0
2498,CASH_IN,626.71,C7117837,C1054447,69039.95,68413.24,37594.11,38220.82,0,0
2499,PAYMENT,5328.07,C4586084,M528231,169793.33,164465.26,130808.99,136137.06,0,0
2500,TRANSFER,2164.84,C3109911,C8574680,193407.76,191242.92,164255.0,166419.84,0,0
2501,PAYMENT,3433.12,C1247595,M233470,81771.44,78338.32,136467.96,139901.08,0,0
2502,DEBIT,7603.54,C1981186,C5918715,173143.43,165539.89,146534.13,154137.67,0,0
2503,CASH_OUT,565.32,C4078418,C2719583,80441.89,79876.57,25747.9,26313.22,0,0
2504,TRANSFER,322.31,C7417985,C8096887,5794.33,5472.02,130763.45,131085.76,0,0
2505,CASH_OUT,125.17,C2564689,C7110622,27255.64,27130.47,84996.24,85121.41,0,0
2506,CASH_OUT,210.44,C4514944,C8106422,403562.55,403352.11,181642.17,181852.61,0,0
2507,TRANSFER,399587.82,C3090865,C1841248,356011.74,0.0,194354.05,593941.87,0,0
2508,PAYMENT,13218.32,C7073292,M400850,265855.81,252637.49,76694.36,89912.68,0,0
2509,CASH_OUT,73.54,C5491946,C5108603,168557.84,168484.3,186835.42,186908.96,0,0
2510,CASH_OUT,77.87,C8082668,C4426900,406417.55,406339.68,145525.75,145603.62,0,0
2511,TRANSFER,2874.78,C6708456,C4652414,140856.98,137982.2,24310.29,27185.07,0,0
2512,TRANSFER,3276.5,C2582524,C5661907,444582.97,441306.47,137277.53,140554.03,0,0
2513,PAYMENT,3287.12,C2130789,M934692,148072.23,144785.11,163833.87,167120.99,0,0
2514,TRANSFER,658.58,C7073292,C9852897,178442.68,177784.1,3503.8,4162.38,0,0
2515,PAYMENT,853.28,C3484601,M631756,297889.45,297036.17,71448.9,72302.18,0,0
2516,PAYMENT,2112.78,C1641849,M100425,124313.36,122200.58,16809.37,18922.15,0,0
2517,PAYMENT,1302.17,C6555772,M410016,316460.01,315157.84,86220.11,87522.28,0,0
2518,PAYMENT,12.95,C3597059,M871711,308620.57,308607.62,183755.03,183767.98,0,0
2519,CASH_IN,692.56,C5382463,C3195773,284534.14,283841.58,8128.2,8820.76,0,0
2520,PAYMENT,199.77,C8536477,M410016,304676.75,304476.98,144762.04,144961.81,0,0
2521,DEBIT,1556.85,C2694522,C2651177,256316.14,254759.29,145079.81,146636.66,0,0
2522,PAYMENT,429560.56,C8210624,M188914,150992.99,0.0,80147.92,509708.48,0,0
2523,PAYMENT,2286.92,C6262632,M810219,360796.98,358510.06,148536.98,150823.9,0,0
2524,PAYMENT,585.78,C9075854,M521947,396822.4,396236.62,114179.02,114764.8,0,0
2525,CASH_IN,6929.92,C5394880,C4426900,269578.81,262648.89,158744.69,165674.61,0,0
2526,CASH_OUT,2879.51,C5661907,C8106470,286668.01,283788.5,43041.85,45921.36,0,0
2527,CASH_IN,2540.68,C2321324,C6262632,344431.64,341890.96,37142.69,39683.37,0,0
2528,TRANSFER,3691.18,C8090293,C8106422,199335.32,195644.14,36252.08,39943.26,0,0
2529,PAYMENT,67042.84,C5614226,M418635,103568.17,36525.33,156410.12,223452.96,0,0
2530,CASH_OUT,114.23,C2321324,C6159230,231220.61,231106.38,158051.64,158165.87,0,0
2531,CASH_OUT,2827.83,C2338687,C5924115,112412.39,109584.56,141801.7,144629.53,0,0
2532,PAYMENT,171.96,C6596150,M282480,364081.99,363910.03,121863.23,122035.19,0,0
2533,TRANSFER,3330.99,C1247595,C3484601,297615.38,294284.39,108291.58,111622.57,0,0
2534,TRANSFER,174.62,C5781295,C2719583,171475.36,171300.74,63928.56,64103.18,0,0
2535,DEBIT,475.93,C2110460,C5977931,427177.99,426702.06,99794.93,100270.86,0,0
2536,TRANSFER,607.78,C5137722,C4009172,195030.63,194422.85,80587.64,81195.42,0,0
2537,CASH_OUT,7720.49,C2737893,C7350753,315692.03,307971.54,112265.15,119985.64,0,0
2538,PAYMENT,6883.68,C9877065,M188914,492434.3,485550.62,73838.29,80721.97,0,0
2539,PAYMENT,90.79,C5159166,M320392,337250.69,337159.9,5912.91,6003.7,0,0
2540,CASH_OUT,1223.99,C5443951,C1162230,175813.19,174589.2,86306.16,87530.15,0,0
2541,CASH_IN,265.29,C2571945,C9580255,486678.53,486413.24,111287.9,111553.19,0,0
2542,TRANSFER,88.5,C3997281,C7897151,460588.14,460499.64,26339.48,26427.98,0,0
2543,CASH_OUT,710.5,C9961380,C2338687,197874.85,197164.35,42261.03,42971.53,0,0
2544,PAYMENT,591.72,C3770370,M233470,432446.64,431854.92,153374.93,153966.65,0,0
2545,CASH_IN,140566.08,C3351868,C6855396,204258.09,63692.01,150256.18,290822.26,0,0
2546,TRANSFER,2606.91,C5213115,C9153566,159701.75,157094.84,72634.94,75241.85,0,0
2547,PAYMENT,69.74,C7417985,M636004,380876.57,380806.83,63555.02,63624.76,0,0
2548,TRANSFER,354.41,C5171761,C3653446,429528.29,429173.88,98966.64,99321.05,0,0
2549,TRANSFER,8457.14,C8633773,C4567281,461955.28,453498.14,35525.33,43982.47,0,0
2550,PAYMENT,71459.46,C2217071,M451470,167027.42,95567.96,92804.3,164263.76,0,0
2551,PAYMENT,45.97,C4905582,M974224,290078.91,290032.94,83619.98,83665.95,0,0
2552,TRANSFER,25.54,C2525206,C3484601,14520.5,14494.96,44838.52,44864.06,0,0
2553,CASH_OUT,46255.25,C1666754,C2322047,299784.09,253528.84,146429.6,192684.85,0,0
2554,CASH_IN,2390.43,C4860684,C1059486,124970.38,122579.95,113861.23,116251.66,0,0
2555,TRANSFER,193.14,C1768805,C8231838,11359.76,11166.62,120268.52,120461.66,0,0
2556,CASH_OUT,3194.73,C2833230,C2154126,255667.73,252473.0,38606.32,41801.05,0,0
2557,CASH_IN,5.63,C3597059,C2626229,361530.05,361524.42,47863.06,47868.69,0,0
2558,TRANSFER,1104.06,C6507321,C2065818,161362.1,160258.04,58596.38,59700.44,0,0
2559,CASH_IN,2112.53,C8852574,C2936571,230589.79,228477.26,49009.39,51121.92,0,0
2560,CASH_OUT,6964.22,C6007072,C7700828,486402.64,479438.42,100042.99,107007.21,0,0
2561,PAYMENT,144.35,C8106422,M451470,165629.62,165485.27,184031.16,184175.51,0,0
2562,PAYMENT,1301.63,C5977931,M790855,481237.01,479935.38,1376.66,2678.29,0,0
2563,PAYMENT,172.29,C7907400,M418635,433531.36,433359.07,199106.91,199279.2,0,0
2564,DEBIT,1827.62,C1728977,C2642635,478787.41,476959.79,176671.41,178499.03,0,0
2565,TRANSFER,182.97,C2164686,C6539837,303488.46,303305.49,197841.76,198024.73,0,0
2566,CASH_OUT,484.83,C1983738,C3641282,413876.92,413392.09,11957.25,12442.08,0,0
2567,DEBIT,149.66,C9996207,C4305700,19953.23,19803.57,79885.89,80035.55,0,0
2568,CASH_IN,4033.03,C3500715,C7003042,220022.9,215989.87,157484.71,161517.74,0,0
2569,PAYMENT,6105.24,C2876828,M397571,412614.3,406509.06,150715.57,156820.81,0,0
2570,PAYMENT,685.92,C3342608,M674553,206446.53,205760.61,67966.92,68652.84,0,0
2571,CASH_IN,1183.79,C1954280,C5218028,132253.85,131070.06,66005.14,67188.93,0,0
2572,CASH_OUT,60.51,C3597059,C7685149,245788.47,245727.96,48945.69,49006.2,0,0
2573,PAYMENT,602.23,C8099076,M871711,222336.03,221733.8,157474.79,158077.02,0,0
2574,CASH_OUT,991.87,C1131249,C2321324,297214.06,296222.19,152264.55,153256.42,0,0
2575,PAYMENT,207230.33,C8973915,M414910,110510.77,0.0,74170.22,281400.55,0,0
2576,TRANSFER,118.64,C5446912,C8350099,472395.96,472277.32,31660.49,31779.13,0,0
2577,CASH_OUT,20503.57,C8999183,C5674183,219931.18,199427.61,58975.92,79479.49,0,0
2578,CASH_OUT,8052.34,C4348276,C3741438,73263.07,65210.73,58466.58,66518.92,0,0
2579,TRANSFER,1922.29,C8210624,C8612220,14002.35,12080.06,42332.41,44254.7,0,0
2580,PAYMENT,36947.05,C5727085,M854717,129710.59,92763.54,144227.87,181174.92,0,0
2581,CASH_OUT,2308.17,C6271130,C4078418,238487.17,236179.0,180000.8,182308.97,0,0
2582,CASH_IN,2388.26,C6171716,C6279418,293567.71,291179.45,100219.06,102607.32,0,0
2583,TRANSFER,986.1,C8835373,C9519948,324188.25,323202.15,174156.45,175142.55,0,0
2584,TRANSFER,12671.84,C1954280,C1908841,7116.3,0.0,189389.65,202061.49,0,0
2585,PAYMENT,9827.49,C9683481,M540869,112154.99,102327.5,55663.11,65490.6,0,0
2586,CASH_OUT,313.77,C2197935,C7003042,98471.1,98157.33,99758.05,100071.82,0,0
2587,TRANSFER,78.38,C8210624,C2719583,419988.57,419910.19,169149.19,169227.57,0,0
2588,CASH_OUT,730.73,C3195773,C8612220,370688.93,369958.2,72712.07,73442.8,0,0
2589,PAYMENT,221.39,C2876932,M442027,476014.13,475792.74,101483.3,101704.69,0,0
2590,PAYMENT,965.79,C1156287,M197923,370628.94,369663.15,174523.12,175488.91,0,0
2591,CASH_IN,13028.26,C6647119,C7550190,283351.08,270322.82,49594.39,62622.65,0,0
2592,PAYMENT,439.39,C1641849,M233470,344849.52,344410.13,130161.44,130600.83,0,0
2593,PAYMENT,1006.62,C8896868,M277934,228033.03,227026.41,8046.56,9053.18,0,0
2594,CASH_OUT,1231.57,C2154126,C9153566,45679.6,44448.03,38002.83,39234.4,0,0
2595,DEBIT,5984.1,C2622631,C7366205,261278.85,255294.75,12173.02,18157.12,0,0
2596,PAYMENT,12.26,C5727085,M397571,290635.22,290622.96,92854.26,92866.52,0,0
2597,TRANSFER,325.9,C3608513,C2074176,395008.06,394682.16,14610.91,14936.81,0,0
2598,TRANSFER,1673.32,C7358113,C5918715,238017.9,236344.58,19975.18,21648.5,0,0
2599,CASH_OUT,12090.29,C5213115,C2344047,149980.48,137890.19,1920.5,14010.79,0,0
2600,TRANSFER,410.02,C7210606,C6891254,443258.74,442848.72,155479.17,155889.19,0,0
2601,PAYMENT,25.71,C3484601,M324082,377771.52,377745.81,198447.54,198473.25,0,0
2602,PAYMENT,3787.35,C5673212,M808446,135371.6,131584.25,126225.64,130012.99,0,0
2603,PAYMENT,307.75,C1954280,M736130,141877.85,141570.1,129055.93,129363.68,0,0
2604,PAYMENT,101.56,C2217071,M497562,170571.14,170469.58,135568.51,135670.07,0,0
2605,TRANSFER,314.6,C2876932,C3762152,55735.03,55420.43,151322.45,151637.05,0,0
2606,PAYMENT,758.2,C5108603,M696750,446683.6,445925.4,101909.59,102667.79,0,0
2607,TRANSFER,327.18,C7073292,C7022674,380218.91,379891.73,134595.24,134922.42,0,0
2608,PAYMENT,13.31,C7358113,M415568,318941.49,318928.18,107718.02,107731.33,0,0
2609,PAYMENT,6595.43,C6266630,M442027,381426.32,374830.89,42643.29,49238.72,0,0
2610,TRANSFER,14041.19,C2074176,C9722815,265199.76,251158.57,20583.42,34624.61,0,0
2611,PAYMENT,4036.14,C1059486,M540869,285504.21,281468.07,30919.53,34955.67,0,0
2612,PAYMENT,112.69,C9722815,M100425,392905.56,392792.87,170471.46,170584.15,0,0
2613,CASH_OUT,732.91,C4567281,C4860684,478353.49,477620.58,196230.88,196963.79,0,0
2614,CASH_OUT,1082.42,C2642635,C3090865,363234.14,362151.72,45744.72,46827.14,0,0
2615,PAYMENT,3632.18,C7693979,M674553,72493.26,68861.08,66744.43,70376.61,0,0
2616,TRANSFER,4174.21,C6799667,C5159166,224853.94,220679.73,85059.58,89233.79,0,0
2617,TRANSFER,252.56,C2642635,C5614226,381111.37,380858.81,80816.22,81068.78,0,0
2618,CASH_IN,1292.06,C3219824,C7117837,402685.38,401393.32,194997.15,196289.21,0,0
2619,CASH_OUT,2736.84,C1533224,C4740036,101106.55,98369.71,132410.93,135147.77,0,0
2620,PAYMENT,20163.81,C8106470,M414910,160922.9,140759.09,158183.99,178347.8,0,0
2621,PAYMENT,4487.33,C3646552,M188914,99726.07,95238.74,42995.97,47483.3,0,0
2622,TRANSFER,5314.07,C2321324,C8606962,37213.46,31899.39,32083.59,37397.66,0,0
2623,CASH_OUT,1296.8,C9546409,C5428914,234935.88,233639.08,194226.63,195523.43,0,0
2624,PAYMENT,18414.95,C7817881,M974224,343900.48,325485.53,181777.47,200192.42,0,0
2625,TRANSFER,2488.72,C2161193,C5641923,293057.18,290568.46,11863.36,14352.08,0,0
2626,PAYMENT,195.94,C2188789,M884475,268947.86,268751.92,87624.87,87820.81,0,0
2627,PAYMENT,18155.7,C1959074,M831076,440424.87,422269.17,14797.75,32953.45,0,0
2628,CASH_IN,4428.46,C5382463,C2264748,412155.35,407726.89,174790.12,179218.58,0,0
2629,CASH_OUT,452.1,C3253031,C2065818,280918.19,280466.09,87652.24,88104.34,0,0
2630,PAYMENT,420.32,C5449324,M397571,330345.39,329925.07,111334.89,111755.21,0,0
2631,DEBIT,1984.56,C8896868,C2571945,70233.78,68249.22,153981.18,155965.74,0,0
2632,DEBIT,2769.35,C6120253,C6507321,369529.12,366759.77,191440.03,194209.38,0,0
2633,TRANSFER,1627.15,C8235969,C7550190,373636.6,372009.45,42962.56,44589.71,0,0
2634,PAYMENT,2043.9,C8612220,M550770,181101.9,179058.0,39797.04,41840.94,0,0
2635,CASH_IN,32856.82,C9197443,C1009594,301808.45,268951.63,186536.25,219393.07,0,0
2636,PAYMENT,9349.58,C1701771,M418635,213665.46,204315.88,161212.96,170562.54,0,0
2637,DEBIT,1605.63,C8670955,C2556017,456491.1,454885.47,102452.33,104057.96,0,0
2638,PAYMENT,7205.65,C7728339,M631756,479894.13,472688.48,174616.18,181821.83,0,0
2639,PAYMENT,139.07,C2677407,M708158,141323.21,141184.14,66750.51,66889.58,0,0
2640,PAYMENT,2430.5,C9996414,M563246,46071.76,43641.26,111658.13,114088.63,0,0
2641,PAYMENT,40888.85,C9375710,M763686,256750.18,215861.33,170297.19,211186.04,0,0
2642,CASH_OUT,709.04,C2022698,C1059486,325087.0,324377.96,38177.49,38886.53,0,0
2643,PAYMENT,201.29,C2813543,M400850,408877.88,408676.59,93143.03,93344.32,0,0
2644,DEBIT,297.62,C1641849,C2110460,325221.85,324924.23,14605.16,14902.78,0,0
2645,CASH_OUT,124.06,C1527021,C8096887,263856.98,263732.92,138517.23,138641.29,0,0
2646,DEBIT,228.26,C9075854,C1499914,200733.03,200504.77,58762.76,58991.02,0,0
2647,CASH_OUT,522.69,C2833230,C1533224,4268.95,3746.26,64476.86,64999.55,0,0
2648,PAYMENT,65.95,C8294150,M563638,337269.16,337203.21,65323.86,65389.81,0,0
2649,TRANSFER,1131.43,C3726327,C2065818,384963.91,383832.48,114887.68,116019.11,0,0
2650,TRANSFER,6664.53,C2164686,C2936571,76302.39,69637.86,154598.4,161262.93,0,0
2651,PAYMENT,178.48,C4679591,M442027,13112.25,12933.77,120384.29,120562.77,0,0
2652,DEBIT,22892.57,C3090865,C3741438,270038.13,247145.56,190932.12,213824.69,0,0
2653,PAYMENT,3046.0,C5159166,M425498,115051.93,112005.93,41761.45,44807.45,0,0
2654,PAYMENT,8614.15,C4965789,M884475,116489.43,107875.28,183975.65,192589.8,0,0
2655,CASH_OUT,294.22,C4903402,C6440561,438818.8,438524.58,188877.33,189171.55,0,0
2656,PAYMENT,6057.49,C7897151,M414910,221976.23,215918.74,148788.48,154845.97,0,0
2657,CASH_OUT,123.49,C1908841,C5661907,223406.19,223282.7,79835.64,79959.13,0,0
2658,PAYMENT,6506.1,C1908841,M563638,407249.71,400743.61,18570.36,25076.46,0,0
2659,PAYMENT,1546.39,C2795765,M790855,258248.09,256701.7,32576.6,34122.99,0,0
2660,PAYMENT,3315.96,C4117625,M188914,302424.2,299108.24,149936.52,153252.48,0,0
2661,PAYMENT,104.46,C1790481,M540869,492576.05,492471.59,159958.24,160062.7,0,0
